,mean_df1,std_df1,mean_df2,std_df2,mean_diff,abs_mean_diff,z-score
broker,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
fatal,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
information's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
employer's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
ethicality,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
complicit,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
mitigated,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
rhetorically,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
forging,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
veer,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
driver's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
tempted,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
fertilizers,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
nitrate,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
mixtures,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
riskier,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
cloning,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
frowned,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
dichotomy,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
intentionality,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
robbing,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
personhood,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
tellers,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
infringes,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
exiting,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
invoking,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
wildfire,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
prohibition,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
neutralize,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
mitigations,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
nonprofit,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disclosed,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
strikes,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
trains,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
buffer,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
domino,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disasters,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disturbing,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
graphic,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
deliver,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
individuals',0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
keygens,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
notepad,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
reversible,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
producing,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
unfeasible,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
covert,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
tor,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
preventive,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
toxin,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
checklist,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
aggression,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
attacker's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
offensiveness,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
behaviour,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
proposal's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
harsher,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
embezzlement,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
guarded,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
unchecked,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
resorting,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
maleficence,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
strangers,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
misleads,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
obsolete,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
deification,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
collectivist,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
stigmatizes,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
grandiose,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
idealized,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
advisors,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disseminated,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
influencers,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
memorial,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
attendees,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
scattering,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disorient,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
sec,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
drunk,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
condemned,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
glorification,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
advocacy,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
unrest,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
prohibitions,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
assassinations,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
diplomacy,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disseminate,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
endangering,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
fraudsters,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
beginner,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
gloves,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
explosions,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
siphoning,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
penalty,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
vigilance,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
certificates,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
fooling,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disrespects,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
parallelism,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
schemes,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
wiring,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
dennett's,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
consequentialism,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
hijacker,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
joining,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
sells,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
imperative,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
counterfeiting,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
pe,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
terminal,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
contacts,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
dealers,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
grappling,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
favoritism,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
halls,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
stations,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
grievances,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
silently,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
instructor's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
argues,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
equating,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
discreetly,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
isolating,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
stadium,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
policing,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
encrypts,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
mailing,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
alliedelectronics,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
beam,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
fragile,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
blurry,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
flmallocation,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
claimed,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
falsely,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
simulation's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
kant's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
operating,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
facade,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
endangered,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
desensitize,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
mercy,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
wireshark,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
hacktivism,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
invisible,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
losers,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
ignite,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
harmlessly,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
attempted,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
exits,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
configurations,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
tent,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
secretly,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
invade,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
minxiaobei,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
crawled,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
cautions,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
injectable,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
contamination,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
choruses,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
hazard,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
induce,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disallow,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
bully,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disparities,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
negotiable,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
keystrokes,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
felonies,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
enron,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
underwriting,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
skewing,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
crises,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
cohesion,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
inflammatory,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
senator,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
falseflag,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
lowers,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
harmed,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disqualify,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
exhibits,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
alterations,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
unnoticed,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
transmission,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
households,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
inanimate,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
overload,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
sex,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
furman,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
corrupted,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
succinctly,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
offenses,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
ripple,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
survivor,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
beneficiary,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
counterargument,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
pseudonymous,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
lincoln,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
supposedly,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
coap,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
firmware,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
liberties,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
confidentiality,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
vetted,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
stimuli,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
accomplices,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
incriminate,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
misrepresents,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
arising,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
merchant,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
merchant's,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
fraudster,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
draws,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
structure's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
delusional,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
target's,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
guy',0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
mitigation,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
dumps,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
wi,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
tale,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
richer,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
rosse,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
curation,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
closeted,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
override,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
signed,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
cope,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
capitol,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
civilian,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
counteract,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
laundering,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
gui,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
disclosure,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
instant,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
shame,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
rewards,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
purity,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
scans,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
exploitative,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
acceptability,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
sanctions,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
unsuccessful,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
dehumanizes,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
retrospektiv,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
collisions,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
pathway,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
rebranding,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
advocating,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
sponsored,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
intercepted,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
vin,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
recklessness,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
directness,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
instructs,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
instruments,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
pentesting,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
powdered,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
actuation,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
securities,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
synthetic,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
hypothesis,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
predictive,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
minority,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
teleometry,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
vehicle's,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
inducing,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
influx,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
simultaneous,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
cycling,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
downloads,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
regain,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
anoint,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
netsparker,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
insg,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
conquering,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
misconfigured,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
sniff,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
gone,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
inspection,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
intrusion,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
dynamically,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
jurisdiction,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
pictures,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
prescribe,0.005390835579514825,0.103834826330233,0.0,0.0,0.005390835579514825,0.005390835579514825,
deletion,0.005390835579514825,0.07332302335299769,0.0,0.0,0.005390835579514825,0.005390835579514825,
